i,Max,Total,Free,Used (total-free),Object
664,104857600,104857600,45776928,59080672,40016
665,104857600,104857600,45736912,59120688,40016
666,104857600,104857600,45696896,59160704,40016
667,104857600,104857600,45656880,59200720,40016
668,104857600,104857600,45616864,59240736,40016
669,104857600,104857600,45576848,59280752,40016
670,104857600,104857600,45536832,59320768,40016
671,104857600,104857600,45496816,59360784,40016
672,104857600,104857600,45456800,59400800,40016
673,104857600,104857600,45416784,59440816,40016
674,104857600,104857600,45376768,59480832,40016
675,104857600,104857600,45336752,59520848,40016
676,104857600,104857600,45296736,59560864,40016
677,104857600,104857600,45256720,59600880,40016
678,104857600,104857600,44968448,59889152,288272
679,104857600,104857600,44928432,59929168,40016
680,104857600,104857600,44560304,60297296,368128
681,104857600,104857600,44520288,60337312,40016
682,104857600,104857600,44152160,60705440,368128
683,104857600,104857600,44112144,60745456,40016
684,104857600,104857600,43919872,60937728,192272
685,104857600,104857600,43879856,60977744,40016
686,104857600,104857600,43839840,61017760,40016
687,104857600,104857600,43799824,61057776,40016
688,104857600,104857600,43759808,61097792,40016
689,104857600,104857600,43719792,61137808,40016
690,104857600,104857600,43679776,61177824,40016
691,104857600,104857600,43639760,61217840,40016
692,104857600,104857600,43599744,61257856,40016
693,104857600,104857600,43559728,61297872,40016
694,104857600,104857600,43519712,61337888,40016
695,104857600,104857600,43479696,61377904,40016
696,104857600,104857600,43439680,61417920,40016
697,104857600,104857600,43399664,61457936,40016
698,104857600,104857600,43359648,61497952,40016
699,104857600,104857600,43319632,61537968,40016
700,104857600,104857600,43279616,61577984,40016
701,104857600,104857600,43239600,61618000,40016
702,104857600,104857600,43199584,61658016,40016
703,104857600,104857600,43159568,61698032,40016
704,104857600,104857600,42871296,61986304,288272
705,104857600,104857600,42831280,62026320,40016
706,104857600,104857600,42463152,62394448,368128
707,104857600,104857600,42095024,62762576,368128
708,104857600,104857600,42055008,62802592,40016
709,104857600,104857600,41822720,63034880,232288
710,104857600,104857600,41782704,63074896,40016
711,104857600,104857600,41742688,63114912,40016
712,104857600,104857600,41702672,63154928,40016
713,104857600,104857600,41662656,63194944,40016
714,104857600,104857600,41622640,63234960,40016
715,104857600,104857600,41582624,63274976,40016
716,104857600,104857600,41542608,63314992,40016
717,104857600,104857600,41502592,63355008,40016
718,104857600,104857600,41462576,63395024,40016
719,104857600,104857600,41422560,63435040,40016
720,104857600,104857600,41382544,63475056,40016
721,104857600,104857600,41342528,63515072,40016
722,104857600,104857600,41302512,63555088,40016
723,104857600,104857600,41262496,63595104,40016
724,104857600,104857600,41222480,63635120,40016
725,104857600,104857600,41182464,63675136,40016
726,104857600,104857600,41142448,63715152,40016
727,104857600,104857600,41102432,63755168,40016
728,104857600,104857600,40774144,64083456,328288
729,104857600,104857600,40734128,64123472,40016
730,104857600,104857600,40366000,64491600,368128
731,104857600,104857600,40325984,64531616,40016
732,104857600,104857600,39957856,64899744,368128
733,104857600,104857600,39917840,64939760,40016
734,104857600,104857600,39725568,65132032,192272
735,104857600,104857600,39933872,64923728,-208304
736,104857600,104857600,39686640,65170960,247232
737,104857600,104857600,39399416,65458184,287224
738,104857600,104857600,39359400,65498200,40016
739,104857600,104857600,39072176,65785424,287224
740,104857600,104857600,39032160,65825440,40016
741,104857600,104857600,38925312,65932288,106848
742,104857600,104857600,38885296,65972304,40016
743,104857600,104857600,38845280,66012320,40016
744,104857600,104857600,38805264,66052336,40016
745,104857600,104857600,38765248,66092352,40016
746,104857600,104857600,38725232,66132368,40016
747,104857600,104857600,38685216,66172384,40016
748,104857600,104857600,38645200,66212400,40016
749,104857600,104857600,38605184,66252416,40016
750,104857600,104857600,38565168,66292432,40016
751,104857600,104857600,38525152,66332448,40016
752,104857600,104857600,38485136,66372464,40016
753,104857600,104857600,38445120,66412480,40016
754,104857600,104857600,38405104,66452496,40016
755,104857600,104857600,38365088,66492512,40016
756,104857600,104857600,38325072,66532528,40016
757,104857600,104857600,38285056,66572544,40016
758,104857600,104857600,37997832,66859768,287224
759,104857600,104857600,37957816,66899784,40016
760,104857600,104857600,37876736,66980864,81080
761,104857600,104857600,37836720,67020880,40016
762,104857600,104857600,37796704,67060896,40016
763,104857600,104857600,37756688,67100912,40016
764,104857600,104857600,37716672,67140928,40016
765,104857600,104857600,37676656,67180944,40016
766,104857600,104857600,37636640,67220960,40016
767,104857600,104857600,37596624,67260976,40016
768,104857600,104857600,37556608,67300992,40016
769,104857600,104857600,37516592,67341008,40016
770,104857600,104857600,37476576,67381024,40016
771,104857600,104857600,37436560,67421040,40016
772,104857600,104857600,37396544,67461056,40016
773,104857600,104857600,37356528,67501072,40016
774,104857600,104857600,37316512,67541088,40016
775,104857600,104857600,37276496,67581104,40016
776,104857600,104857600,37236480,67621120,40016
777,104857600,104857600,37196464,67661136,40016
778,104857600,104857600,37156448,67701152,40016
779,104857600,104857600,37116432,67741168,40016
780,104857600,104857600,37076416,67781184,40016
781,104857600,104857600,37036400,67821200,40016
782,104857600,104857600,36996384,67861216,40016
783,104857600,104857600,36956368,67901232,40016
784,104857600,104857600,36916352,67941248,40016
785,104857600,104857600,36876336,67981264,40016
786,104857600,104857600,36836320,68021280,40016
787,104857600,104857600,36796304,68061296,40016
788,104857600,104857600,36748128,68109472,48176
789,104857600,104857600,36708112,68149488,40016
790,104857600,104857600,36420888,68436712,287224
791,104857600,104857600,36380872,68476728,40016
792,104857600,104857600,36093648,68763952,287224
793,104857600,104857600,36053632,68803968,40016
794,104857600,104857600,35779584,69078016,274048
795,104857600,104857600,35739568,69118032,40016
796,104857600,104857600,35699552,69158048,40016
797,104857600,104857600,35659536,69198064,40016
798,104857600,104857600,35619520,69238080,40016
799,104857600,104857600,35579504,69278096,40016
800,104857600,104857600,35539488,69318112,40016
801,104857600,104857600,35499472,69358128,40016
802,104857600,104857600,35459456,69398144,40016
803,104857600,104857600,35419440,69438160,40016
804,104857600,104857600,35379424,69478176,40016
805,104857600,104857600,35339408,69518192,40016
806,104857600,104857600,35299392,69558208,40016
807,104857600,104857600,35259376,69598224,40016
808,104857600,104857600,35219360,69638240,40016
809,104857600,104857600,35179344,69678256,40016
810,104857600,104857600,35139328,69718272,40016
811,104857600,104857600,35099312,69758288,40016
812,104857600,104857600,35059296,69798304,40016
813,104857600,104857600,35019280,69838320,40016
814,104857600,104857600,34979264,69878336,40016
815,104857600,104857600,34939248,69918352,40016
816,104857600,104857600,34731008,70126592,208240
817,104857600,104857600,34690992,70166608,40016
818,104857600,104857600,34650976,70206624,40016
819,104857600,104857600,34363752,70493848,287224
820,104857600,104857600,34323736,70533864,40016
821,104857600,104857600,34036512,70821088,287224
822,104857600,104857600,33996496,70861104,40016
823,104857600,104857600,33709272,71148328,287224
824,104857600,104857600,33669256,71188344,40016
825,104857600,104857600,33382032,71475568,287224
826,104857600,104857600,33342016,71515584,40016
827,104857600,104857600,33054792,71802808,287224
828,104857600,104857600,33014776,71842824,40016
829,104857600,104857600,32727552,72130048,287224
830,104857600,104857600,32687536,72170064,40016
831,104857600,104857600,32620680,72236920,66856
832,104857600,104857600,32553824,72303776,66856
833,104857600,104857600,32513808,72343792,40016
834,104857600,104857600,32473792,72383808,40016
835,104857600,104857600,32433776,72423824,40016
836,104857600,104857600,32393760,72463840,40016
837,104857600,104857600,32353744,72503856,40016
838,104857600,104857600,32313728,72543872,40016
839,104857600,104857600,32273712,72583888,40016
840,104857600,104857600,32233696,72623904,40016
841,104857600,104857600,32193680,72663920,40016
842,104857600,104857600,32153664,72703936,40016
843,104857600,104857600,32113648,72743952,40016
844,104857600,104857600,32073632,72783968,40016
845,104857600,104857600,32033616,72823984,40016
846,104857600,104857600,31993600,72864000,40016
847,104857600,104857600,31953584,72904016,40016
848,104857600,104857600,31666360,73191240,287224
849,104857600,104857600,31626344,73231256,40016
850,104857600,104857600,31585280,73272320,41064
851,104857600,104857600,31617504,73240096,-32224
852,104857600,104857600,31577488,73280112,40016
853,104857600,104857600,31371632,73485968,205856
854,104857600,104857600,31331616,73525984,40016
855,104857600,104857600,31125760,73731840,205856
856,104857600,104857600,31085744,73771856,40016
857,104857600,104857600,30879888,73977712,205856
858,104857600,104857600,30839872,74017728,40016
859,104857600,104857600,30776832,74080768,63040
860,104857600,104857600,30736816,74120784,40016
861,104857600,104857600,30696800,74160800,40016
862,104857600,104857600,30656784,74200816,40016
863,104857600,104857600,30616768,74240832,40016
864,104857600,104857600,30576752,74280848,40016
865,104857600,104857600,30536736,74320864,40016
866,104857600,104857600,30496720,74360880,40016
867,104857600,104857600,30456704,74400896,40016
868,104857600,104857600,30416688,74440912,40016
869,104857600,104857600,30376672,74480928,40016
870,104857600,104857600,30336656,74520944,40016
871,104857600,104857600,30296640,74560960,40016
872,104857600,104857600,30256624,74600976,40016
873,104857600,104857600,30216608,74640992,40016
874,104857600,104857600,30010752,74846848,205856
875,104857600,104857600,29970736,74886864,40016
876,104857600,104857600,29764880,75092720,205856
877,104857600,104857600,29724864,75132736,40016
878,104857600,104857600,29519008,75338592,205856
879,104857600,104857600,29478992,75378608,40016
880,104857600,104857600,29273136,75584464,205856
881,104857600,104857600,29233120,75624480,40016
882,104857600,104857600,29027264,75830336,205856
883,104857600,104857600,28987248,75870352,40016
884,104857600,104857600,28781392,76076208,205856
885,104857600,104857600,28741376,76116224,40016
886,104857600,104857600,28676288,76181312,65088
887,104857600,104857600,28599648,76257952,76640
888,104857600,104857600,28559632,76297968,40016
889,104857600,104857600,28519616,76337984,40016
890,104857600,104857600,28479600,76378000,40016
891,104857600,104857600,28439584,76418016,40016
892,104857600,104857600,28399568,76458032,40016
893,104857600,104857600,28359552,76498048,40016
894,104857600,104857600,28319536,76538064,40016
895,104857600,104857600,28279520,76578080,40016
896,104857600,104857600,28239504,76618096,40016
897,104857600,104857600,28199488,76658112,40016
898,104857600,104857600,28159472,76698128,40016
899,104857600,104857600,28119456,76738144,40016
900,104857600,104857600,28079440,76778160,40016
901,104857600,104857600,28039424,76818176,40016
902,104857600,104857600,27999408,76858192,40016
903,104857600,104857600,27959392,76898208,40016
904,104857600,104857600,27919376,76938224,40016
905,104857600,104857600,27879360,76978240,40016
906,104857600,104857600,27839344,77018256,40016
907,104857600,104857600,27799328,77058272,40016
908,104857600,104857600,27759312,77098288,40016
909,104857600,104857600,27719296,77138304,40016
910,104857600,104857600,27679280,77178320,40016
911,104857600,104857600,27631104,77226496,48176
912,104857600,104857600,27591088,77266512,40016
913,104857600,104857600,27551072,77306528,40016
914,104857600,104857600,27511056,77346544,40016
915,104857600,104857600,27305200,77552400,205856
916,104857600,104857600,27265184,77592416,40016
917,104857600,104857600,27059328,77798272,205856
918,104857600,104857600,27019312,77838288,40016
919,104857600,104857600,26813456,78044144,205856
920,104857600,104857600,26773440,78084160,40016
921,104857600,104857600,26582528,78275072,190912
922,104857600,104857600,26702256,78155344,-119728
923,104857600,104857600,26579576,78278024,122680
924,104857600,104857600,26539560,78318040,40016
925,104857600,104857600,26499544,78358056,40016
926,104857600,104857600,26459528,78398072,40016
927,104857600,104857600,26419512,78438088,40016
928,104857600,104857600,26379496,78478104,40016
929,104857600,104857600,26339480,78518120,40016
930,104857600,104857600,26299464,78558136,40016
931,104857600,104857600,26259448,78598152,40016
932,104857600,104857600,26219432,78638168,40016
933,104857600,104857600,26179416,78678184,40016
934,104857600,104857600,26139400,78718200,40016
935,104857600,104857600,26099384,78758216,40016
936,104857600,104857600,26059368,78798232,40016
937,104857600,104857600,26019352,78838248,40016
938,104857600,104857600,25979336,78878264,40016
939,104857600,104857600,25939320,78918280,40016
940,104857600,104857600,25899304,78958296,40016
941,104857600,104857600,25859288,78998312,40016
942,104857600,104857600,25819272,79038328,40016
943,104857600,104857600,25779256,79078344,40016
944,104857600,104857600,25739240,79118360,40016
945,104857600,104857600,25699224,79158376,40016
946,104857600,104857600,25659208,79198392,40016
947,104857600,104857600,25619192,79238408,40016
948,104857600,104857600,25579176,79278424,40016
949,104857600,104857600,25539160,79318440,40016
950,104857600,104857600,25499144,79358456,40016
951,104857600,104857600,25459128,79398472,40016
952,104857600,104857600,25296456,79561144,162672
953,104857600,104857600,25133784,79723816,162672
954,104857600,104857600,24971112,79886488,162672
955,104857600,104857600,24808440,80049160,162672
956,104857600,104857600,24650648,80206952,157792
957,104857600,104857600,24610632,80246968,40016
958,104857600,104857600,24570616,80286984,40016
959,104857600,104857600,24530600,80327000,40016
960,104857600,104857600,24490584,80367016,40016
961,104857600,104857600,24450568,80407032,40016
962,104857600,104857600,24410552,80447048,40016
963,104857600,104857600,24370536,80487064,40016
964,104857600,104857600,24330520,80527080,40016
965,104857600,104857600,24290504,80567096,40016
966,104857600,104857600,24250488,80607112,40016
967,104857600,104857600,24210472,80647128,40016
968,104857600,104857600,24170456,80687144,40016
969,104857600,104857600,24130440,80727160,40016
970,104857600,104857600,24090424,80767176,40016
971,104857600,104857600,24050408,80807192,40016
972,104857600,104857600,24010392,80847208,40016
973,104857600,104857600,23970376,80887224,40016
974,104857600,104857600,23930360,80927240,40016
975,104857600,104857600,23890344,80967256,40016
976,104857600,104857600,23850328,81007272,40016
977,104857600,104857600,23810312,81047288,40016
978,104857600,104857600,23770296,81087304,40016
979,104857600,104857600,23730280,81127320,40016
980,104857600,104857600,23690264,81167336,40016
981,104857600,104857600,23650248,81207352,40016
982,104857600,104857600,23602072,81255528,48176
983,104857600,104857600,23562056,81295544,40016
984,104857600,104857600,23522040,81335560,40016
985,104857600,104857600,23482024,81375576,40016
986,104857600,104857600,23319352,81538248,162672
987,104857600,104857600,23156680,81700920,162672
988,104857600,104857600,22994008,81863592,162672
989,104857600,104857600,22831336,82026264,162672
990,104857600,104857600,22668664,82188936,162672
991,104857600,104857600,22553496,82304104,115168
992,104857600,104857600,22628272,82229328,-74776
993,104857600,104857600,22545736,82311864,82536
994,104857600,104857600,22505720,82351880,40016
995,104857600,104857600,22465704,82391896,40016
996,104857600,104857600,22425688,82431912,40016
997,104857600,104857600,22385672,82471928,40016
998,104857600,104857600,22345656,82511944,40016
999,104857600,104857600,22305640,82551960,40016
1000,104857600,104857600,22265624,82591976,40016
1001,104857600,104857600,22225608,82631992,40016
1002,104857600,104857600,22185592,82672008,40016
1003,104857600,104857600,22145576,82712024,40016
1004,104857600,104857600,22105560,82752040,40016
1005,104857600,104857600,22065544,82792056,40016
1006,104857600,104857600,22025528,82832072,40016
1007,104857600,104857600,21985512,82872088,40016
1008,104857600,104857600,21945496,82912104,40016
1009,104857600,104857600,21905480,82952120,40016
1010,104857600,104857600,21865464,82992136,40016
1011,104857600,104857600,21825448,83032152,40016
1012,104857600,104857600,21785432,83072168,40016
1013,104857600,104857600,21745416,83112184,40016
1014,104857600,104857600,21705400,83152200,40016
1015,104857600,104857600,21665384,83192216,40016
1016,104857600,104857600,21625368,83232232,40016
1017,104857600,104857600,21585352,83272248,40016
1018,104857600,104857600,21545336,83312264,40016
1019,104857600,104857600,21505320,83352280,40016
1020,104857600,104857600,21465304,83392296,40016
1021,104857600,104857600,21425288,83432312,40016
1022,104857600,104857600,21302760,83554840,122528
1023,104857600,104857600,21180232,83677368,122528
1024,104857600,104857600,21057704,83799896,122528
1025,104857600,104857600,20935176,83922424,122528
1026,104857600,104857600,20812648,84044952,122528
1027,104857600,104857600,20690120,84167480,122528
1028,104857600,104857600,20576792,84280808,113328
1029,104857600,104857600,20536776,84320824,40016
1030,104857600,104857600,20496760,84360840,40016
1031,104857600,104857600,20456744,84400856,40016
1032,104857600,104857600,20416728,84440872,40016
1033,104857600,104857600,20376712,84480888,40016
1034,104857600,104857600,20336696,84520904,40016
1035,104857600,104857600,20296680,84560920,40016
1036,104857600,104857600,20256664,84600936,40016
1037,104857600,104857600,20216648,84640952,40016
1038,104857600,104857600,20176632,84680968,40016
1039,104857600,104857600,20136616,84720984,40016
1040,104857600,104857600,20096600,84761000,40016
1041,104857600,104857600,20056584,84801016,40016
1042,104857600,104857600,20016568,84841032,40016
1043,104857600,104857600,19976552,84881048,40016
1044,104857600,104857600,19936536,84921064,40016
1045,104857600,104857600,19896520,84961080,40016
1046,104857600,104857600,19856504,85001096,40016
1047,104857600,104857600,19816488,85041112,40016
1048,104857600,104857600,19776472,85081128,40016
1049,104857600,104857600,19736456,85121144,40016
1050,104857600,104857600,19696440,85161160,40016
1051,104857600,104857600,19573912,85283688,122528
1052,104857600,104857600,19528216,85329384,45696
1053,104857600,104857600,19488200,85369400,40016
1054,104857600,104857600,19448184,85409416,40016
1055,104857600,104857600,19325656,85531944,122528
1056,104857600,104857600,19203128,85654472,122528
1057,104857600,104857600,19080600,85777000,122528
1058,104857600,104857600,18958072,85899528,122528
1059,104857600,104857600,18835544,86022056,122528
1060,104857600,104857600,18713016,86144584,122528
1061,104857600,104857600,18590488,86267112,122528
1062,104857600,104857600,18479640,86377960,110848
1063,104857600,104857600,18553776,86303824,-74136
1064,104857600,104857600,18471168,86386432,82608
1065,104857600,104857600,18431152,86426448,40016
1066,104857600,104857600,18391136,86466464,40016
1067,104857600,104857600,18351120,86506480,40016
1068,104857600,104857600,18311104,86546496,40016
1069,104857600,104857600,18271088,86586512,40016
1070,104857600,104857600,18231072,86626528,40016
1071,104857600,104857600,18191056,86666544,40016
1072,104857600,104857600,18151040,86706560,40016
1073,104857600,104857600,18111024,86746576,40016
1074,104857600,104857600,18071008,86786592,40016
1075,104857600,104857600,18030992,86826608,40016
1076,104857600,104857600,17990976,86866624,40016
1077,104857600,104857600,17950960,86906640,40016
1078,104857600,104857600,17910944,86946656,40016
1079,104857600,104857600,17870928,86986672,40016
1080,104857600,104857600,17830912,87026688,40016
1081,104857600,104857600,17790896,87066704,40016
1082,104857600,104857600,17750880,87106720,40016
1083,104857600,104857600,17710864,87146736,40016
1084,104857600,104857600,17670848,87186752,40016
1085,104857600,104857600,17630832,87226768,40016
1086,104857600,104857600,17590816,87266784,40016
1087,104857600,104857600,17550800,87306800,40016
1088,104857600,104857600,17510784,87346816,40016
1089,104857600,104857600,17470768,87386832,40016
1090,104857600,104857600,17430752,87426848,40016
1091,104857600,104857600,17390736,87466864,40016
1092,104857600,104857600,17350720,87506880,40016
1093,104857600,104857600,17228120,87629480,122600
1094,104857600,104857600,17105520,87752080,122600
1095,104857600,104857600,16982920,87874680,122600
1096,104857600,104857600,16860320,87997280,122600
1097,104857600,104857600,16737720,88119880,122600
1098,104857600,104857600,16615120,88242480,122600
1099,104857600,104857600,16502224,88355376,112896
1100,104857600,104857600,16462208,88395392,40016
1101,104857600,104857600,16422192,88435408,40016
1102,104857600,104857600,16382176,88475424,40016
1103,104857600,104857600,16342160,88515440,40016
1104,104857600,104857600,16302144,88555456,40016
1105,104857600,104857600,16262128,88595472,40016
1106,104857600,104857600,16222112,88635488,40016
1107,104857600,104857600,16182096,88675504,40016
1108,104857600,104857600,16142080,88715520,40016
1109,104857600,104857600,16102064,88755536,40016
1110,104857600,104857600,16062048,88795552,40016
1111,104857600,104857600,16022032,88835568,40016
1112,104857600,104857600,15982016,88875584,40016
1113,104857600,104857600,15942000,88915600,40016
1114,104857600,104857600,15901984,88955616,40016
1115,104857600,104857600,15861968,88995632,40016
1116,104857600,104857600,15821952,89035648,40016
1117,104857600,104857600,15781936,89075664,40016
1118,104857600,104857600,15741920,89115680,40016
1119,104857600,104857600,15701904,89155696,40016
1120,104857600,104857600,15661888,89195712,40016
1121,104857600,104857600,15621872,89235728,40016
1122,104857600,104857600,15499272,89358328,122600
1123,104857600,104857600,15453648,89403952,45624
1124,104857600,104857600,15413632,89443968,40016
1125,104857600,104857600,15373616,89483984,40016
1126,104857600,104857600,15251016,89606584,122600
1127,104857600,104857600,15128416,89729184,122600
1128,104857600,104857600,15005816,89851784,122600
1129,104857600,104857600,14883216,89974384,122600
1130,104857600,104857600,14760616,90096984,122600
1131,104857600,104857600,14638016,90219584,122600
1132,104857600,104857600,14515416,90342184,122600
1133,104857600,104857600,14405072,90452528,110344
1134,104857600,104857600,14479792,90377808,-74720
1135,104857600,104857600,14397128,90460472,82664
1136,104857600,104857600,14357112,90500488,40016
1137,104857600,104857600,14317096,90540504,40016
1138,104857600,104857600,14277080,90580520,40016
1139,104857600,104857600,14237064,90620536,40016
1140,104857600,104857600,14197048,90660552,40016
1141,104857600,104857600,14157032,90700568,40016
1142,104857600,104857600,14117016,90740584,40016
1143,104857600,104857600,14077000,90780600,40016
1144,104857600,104857600,14036984,90820616,40016
1145,104857600,104857600,13996968,90860632,40016
1146,104857600,104857600,13956952,90900648,40016
1147,104857600,104857600,13916936,90940664,40016
1148,104857600,104857600,13876920,90980680,40016
1149,104857600,104857600,13836904,91020696,40016
1150,104857600,104857600,13796888,91060712,40016
1151,104857600,104857600,13756872,91100728,40016
1152,104857600,104857600,13716856,91140744,40016
1153,104857600,104857600,13676840,91180760,40016
1154,104857600,104857600,13636824,91220776,40016
1155,104857600,104857600,13596808,91260792,40016
1156,104857600,104857600,13556792,91300808,40016
1157,104857600,104857600,13516776,91340824,40016
1158,104857600,104857600,13476760,91380840,40016
1159,104857600,104857600,13436744,91420856,40016
1160,104857600,104857600,13396728,91460872,40016
1161,104857600,104857600,13356712,91500888,40016
1162,104857600,104857600,13316696,91540904,40016
1163,104857600,104857600,13276680,91580920,40016
1164,104857600,104857600,13154024,91703576,122656
1165,104857600,104857600,13031368,91826232,122656
1166,104857600,104857600,12908712,91948888,122656
1167,104857600,104857600,12786056,92071544,122656
1168,104857600,104857600,12663400,92194200,122656
1169,104857600,104857600,12540744,92316856,122656
1170,104857600,104857600,12428184,92429416,112560
1171,104857600,104857600,12388168,92469432,40016
1172,104857600,104857600,12348152,92509448,40016
1173,104857600,104857600,12308136,92549464,40016
1174,104857600,104857600,12268120,92589480,40016
1175,104857600,104857600,12228104,92629496,40016
1176,104857600,104857600,12188088,92669512,40016
1177,104857600,104857600,12148072,92709528,40016
1178,104857600,104857600,12108056,92749544,40016
1179,104857600,104857600,12068040,92789560,40016
1180,104857600,104857600,12028024,92829576,40016
1181,104857600,104857600,11988008,92869592,40016
1182,104857600,104857600,11947992,92909608,40016
1183,104857600,104857600,11907976,92949624,40016
1184,104857600,104857600,11867960,92989640,40016
1185,104857600,104857600,11827944,93029656,40016
1186,104857600,104857600,11787928,93069672,40016
1187,104857600,104857600,11747912,93109688,40016
1188,104857600,104857600,11707896,93149704,40016
1189,104857600,104857600,11667880,93189720,40016
1190,104857600,104857600,11627864,93229736,40016
1191,104857600,104857600,11587848,93269752,40016
1192,104857600,104857600,11547832,93309768,40016
1193,104857600,104857600,11425176,93432424,122656
1194,104857600,104857600,11379608,93477992,45568
1195,104857600,104857600,11339592,93518008,40016
1196,104857600,104857600,11299576,93558024,40016
1197,104857600,104857600,11176920,93680680,122656
1198,104857600,104857600,11054264,93803336,122656
1199,104857600,104857600,10931608,93925992,122656
1200,104857600,104857600,10808952,94048648,122656
1201,104857600,104857600,10686296,94171304,122656
1202,104857600,104857600,10563640,94293960,122656
1203,104857600,104857600,10440984,94416616,122656
1204,104857600,104857600,10331032,94526568,109952
1205,104857600,104857600,10405296,94452304,-74264
1206,104857600,104857600,10322600,94535000,82696
1207,104857600,104857600,10282584,94575016,40016
1208,104857600,104857600,10242568,94615032,40016
1209,104857600,104857600,10202552,94655048,40016
1210,104857600,104857600,10162536,94695064,40016
1211,104857600,104857600,10122520,94735080,40016
1212,104857600,104857600,10082504,94775096,40016
1213,104857600,104857600,10042488,94815112,40016
1214,104857600,104857600,10002472,94855128,40016
1215,104857600,104857600,9962456,94895144,40016
1216,104857600,104857600,9922440,94935160,40016
1217,104857600,104857600,9882424,94975176,40016
1218,104857600,104857600,9842408,95015192,40016
1219,104857600,104857600,9802392,95055208,40016
1220,104857600,104857600,9762376,95095224,40016
1221,104857600,104857600,9722360,95135240,40016
1222,104857600,104857600,9682344,95175256,40016
1223,104857600,104857600,9642328,95215272,40016
1224,104857600,104857600,9602312,95255288,40016
1225,104857600,104857600,9562296,95295304,40016
1226,104857600,104857600,9522280,95335320,40016
1227,104857600,104857600,9482264,95375336,40016
1228,104857600,104857600,9442248,95415352,40016
1229,104857600,104857600,9402232,95455368,40016
1230,104857600,104857600,9362216,95495384,40016
1231,104857600,104857600,9322200,95535400,40016
1232,104857600,104857600,9282184,95575416,40016
1233,104857600,104857600,9242168,95615432,40016
1234,104857600,104857600,9202152,95655448,40016
1235,104857600,104857600,9079464,95778136,122688
1236,104857600,104857600,8956776,95900824,122688
1237,104857600,104857600,8834088,96023512,122688
1238,104857600,104857600,8711400,96146200,122688
1239,104857600,104857600,8588712,96268888,122688
1240,104857600,104857600,8466024,96391576,122688
1241,104857600,104857600,8353656,96503944,112368
1242,104857600,104857600,8313640,96543960,40016
1243,104857600,104857600,8273624,96583976,40016
1244,104857600,104857600,8233608,96623992,40016
1245,104857600,104857600,8193592,96664008,40016
1246,104857600,104857600,8153576,96704024,40016
1247,104857600,104857600,8113560,96744040,40016
1248,104857600,104857600,8073544,96784056,40016
1249,104857600,104857600,8033528,96824072,40016
1250,104857600,104857600,7993512,96864088,40016
1251,104857600,104857600,7953496,96904104,40016
1252,104857600,104857600,7913480,96944120,40016
1253,104857600,104857600,7873464,96984136,40016
1254,104857600,104857600,7833448,97024152,40016
1255,104857600,104857600,7793432,97064168,40016
1256,104857600,104857600,7753416,97104184,40016
1257,104857600,104857600,7713400,97144200,40016
1258,104857600,104857600,7673384,97184216,40016
1259,104857600,104857600,7633368,97224232,40016
1260,104857600,104857600,7593352,97264248,40016
1261,104857600,104857600,7553336,97304264,40016
1262,104857600,104857600,7513320,97344280,40016
1263,104857600,104857600,7473304,97384296,40016
1264,104857600,104857600,7350616,97506984,122688
1265,104857600,104857600,7305080,97552520,45536
1266,104857600,104857600,7348144,97509456,-43064
1267,104857600,104857600,7265024,97592576,83120
1268,104857600,104857600,7225008,97632592,40016
1269,104857600,104857600,7184992,97672608,40016
1270,104857600,104857600,7144976,97712624,40016
1271,104857600,104857600,7104960,97752640,40016
1272,104857600,104857600,7064944,97792656,40016
1273,104857600,104857600,7024928,97832672,40016
1274,104857600,104857600,6984912,97872688,40016
1275,104857600,104857600,6944896,97912704,40016
1276,104857600,104857600,6904880,97952720,40016
1277,104857600,104857600,6864864,97992736,40016
1278,104857600,104857600,6824848,98032752,40016
1279,104857600,104857600,6784832,98072768,40016
1280,104857600,104857600,6744816,98112784,40016
1281,104857600,104857600,6704800,98152800,40016
1282,104857600,104857600,6664784,98192816,40016
1283,104857600,104857600,6624768,98232832,40016
1284,104857600,104857600,6584752,98272848,40016
1285,104857600,104857600,6544736,98312864,40016
1286,104857600,104857600,6504720,98352880,40016
1287,104857600,104857600,6464704,98392896,40016
1288,104857600,104857600,6424688,98432912,40016
1289,104857600,104857600,6384672,98472928,40016
1290,104857600,104857600,6344656,98512944,40016
1291,104857600,104857600,6304640,98552960,40016
1292,104857600,104857600,6264624,98592976,40016
1293,104857600,104857600,6224608,98632992,40016
1294,104857600,104857600,6184592,98673008,40016
1295,104857600,104857600,6144576,98713024,40016
1296,104857600,104857600,6104560,98753040,40016
1297,104857600,104857600,5981448,98876152,123112
1298,104857600,104857600,5858336,98999264,123112
1299,104857600,104857600,5735224,99122376,123112
1300,104857600,104857600,5612112,99245488,123112
1301,104857600,104857600,5489000,99368600,123112
1302,104857600,104857600,5365888,99491712,123112
1303,104857600,104857600,5296080,99561520,69808
1304,104857600,104857600,5330864,99526736,-34784
1305,104857600,104857600,5247744,99609856,83120
1306,104857600,104857600,5207728,99649872,40016
1307,104857600,104857600,5167712,99689888,40016
1308,104857600,104857600,5127696,99729904,40016
1309,104857600,104857600,5087680,99769920,40016
1310,104857600,104857600,5047664,99809936,40016
1311,104857600,104857600,5007648,99849952,40016
1312,104857600,104857600,4967632,99889968,40016
1313,104857600,104857600,4927616,99929984,40016
