i,Max,Total,Free,Used (total-free),Object
1314,104857600,104857600,4887600,99970000,40016
1315,104857600,104857600,4847584,100010016,40016
1316,104857600,104857600,4807568,100050032,40016
1317,104857600,104857600,4767552,100090048,40016
1318,104857600,104857600,4727536,100130064,40016
1319,104857600,104857600,4687520,100170080,40016
1320,104857600,104857600,4647504,100210096,40016
1321,104857600,104857600,4607488,100250112,40016
1322,104857600,104857600,4567472,100290128,40016
1323,104857600,104857600,4527456,100330144,40016
1324,104857600,104857600,4487440,100370160,40016
1325,104857600,104857600,4447424,100410176,40016
1326,104857600,104857600,4407408,100450192,40016
1327,104857600,104857600,4367392,100490208,40016
1328,104857600,104857600,4327376,100530224,40016
1329,104857600,104857600,4326352,100531248,1024
1330,104857600,104857600,4243232,100614368,83120
1331,104857600,104857600,4203216,100654384,40016
1332,104857600,104857600,4163200,100694400,40016
1333,104857600,104857600,4123184,100734416,40016
1334,104857600,104857600,4083168,100774432,40016
1335,104857600,104857600,4043152,100814448,40016
1336,104857600,104857600,4003136,100854464,40016
1337,104857600,104857600,3963120,100894480,40016
1338,104857600,104857600,3923104,100934496,40016
1339,104857600,104857600,3883088,100974512,40016
1340,104857600,104857600,3843072,101014528,40016
1341,104857600,104857600,3803056,101054544,40016
1342,104857600,104857600,3763040,101094560,40016
1343,104857600,104857600,3723024,101134576,40016
1344,104857600,104857600,3683008,101174592,40016
1345,104857600,104857600,3642992,101214608,40016
1346,104857600,104857600,3602976,101254624,40016
1347,104857600,104857600,3562960,101294640,40016
1348,104857600,104857600,3522944,101334656,40016
1349,104857600,104857600,3482928,101374672,40016
1350,104857600,104857600,3442912,101414688,40016
1351,104857600,104857600,3402896,101454704,40016
1352,104857600,104857600,3362880,101494720,40016
1353,104857600,104857600,3322864,101534736,40016
1354,104857600,104857600,3317696,101539904,5168
1355,104857600,104857600,3234576,101623024,83120
1356,104857600,104857600,3194560,101663040,40016
1357,104857600,104857600,3154544,101703056,40016
1358,104857600,104857600,3114528,101743072,40016
1359,104857600,104857600,3074512,101783088,40016
1360,104857600,104857600,3034496,101823104,40016
1361,104857600,104857600,2994480,101863120,40016
1362,104857600,104857600,2954464,101903136,40016
1363,104857600,104857600,2914448,101943152,40016
1364,104857600,104857600,2874432,101983168,40016
1365,104857600,104857600,2834416,102023184,40016
1366,104857600,104857600,2794400,102063200,40016
1367,104857600,104857600,2754384,102103216,40016
1368,104857600,104857600,2714368,102143232,40016
1369,104857600,104857600,2674352,102183248,40016
1370,104857600,104857600,2634336,102223264,40016
1371,104857600,104857600,2594320,102263280,40016
1372,104857600,104857600,2554304,102303296,40016
1373,104857600,104857600,2514288,102343312,40016
1374,104857600,104857600,2474272,102383328,40016
1375,104857600,104857600,2434256,102423344,40016
1376,104857600,104857600,2394240,102463360,40016
1377,104857600,104857600,2354224,102503376,40016
1378,104857600,104857600,2314208,102543392,40016
1379,104857600,104857600,2309072,102548528,5136
1380,104857600,104857600,2225952,102631648,83120
1381,104857600,104857600,2185936,102671664,40016
1382,104857600,104857600,2145920,102711680,40016
1383,104857600,104857600,2105904,102751696,40016
1384,104857600,104857600,2065888,102791712,40016
1385,104857600,104857600,2025872,102831728,40016
1386,104857600,104857600,1985856,102871744,40016
1387,104857600,104857600,1945840,102911760,40016
1388,104857600,104857600,1905824,102951776,40016
1389,104857600,104857600,1865808,102991792,40016
1390,104857600,104857600,1825792,103031808,40016
1391,104857600,104857600,1785776,103071824,40016
1392,104857600,104857600,1745760,103111840,40016
1393,104857600,104857600,1705744,103151856,40016
1394,104857600,104857600,1665728,103191872,40016
1395,104857600,104857600,1625712,103231888,40016
1396,104857600,104857600,1585696,103271904,40016
1397,104857600,104857600,1545680,103311920,40016
1398,104857600,104857600,1505664,103351936,40016
1399,104857600,104857600,1465648,103391952,40016
1400,104857600,104857600,1425632,103431968,40016
1401,104857600,104857600,1385616,103471984,40016
1402,104857600,104857600,1345600,103512000,40016
1403,104857600,104857600,1305584,103552016,40016
1404,104857600,104857600,1098720,103758880,206864
1405,104857600,104857600,1015600,103842000,83120
1406,104857600,104857600,975584,103882016,40016
1407,104857600,104857600,935568,103922032,40016
1408,104857600,104857600,895552,103962048,40016
1409,104857600,104857600,855536,104002064,40016
1410,104857600,104857600,815520,104042080,40016
1411,104857600,104857600,775504,104082096,40016
1412,104857600,104857600,735488,104122112,40016
1413,104857600,104857600,695472,104162128,40016
1414,104857600,104857600,655456,104202144,40016
1415,104857600,104857600,615440,104242160,40016
1416,104857600,104857600,575424,104282176,40016
1417,104857600,104857600,535408,104322192,40016
1418,104857600,104857600,495392,104362208,40016
1419,104857600,104857600,455376,104402224,40016
1420,104857600,104857600,415360,104442240,40016
1421,104857600,104857600,37
